bikeid,birthyear,end_station,from_lat,from_long,from_station_id,from_station_name,gender,meters,overage,start_station,starttime,stoptime,to_lat,to_long,to_station_id,to_station_name,trip_id,tripduration,usertype
361,,Wabash Ave & Roosevelt Rd,41.881319815,-87.6295209193,49,Dearborn St & Monroe St,,1854,0,Dearborn St & Monroe St,6/29/2013 15:59,6/29/2013 16:13,41.8671729952,-87.6259550069,31,Wabash Ave & Roosevelt Rd,8710,866,Customer
361,,State St & Randolph St,41.8671729952,-87.6259550069,31,Wabash Ave & Roosevelt Rd,,2427,0,Wabash Ave & Roosevelt Rd,6/29/2013 16:36,6/29/2013 16:54,41.8847302006,-87.6277335692,2,State St & Randolph St,8811,1109,Customer
361,,McClurg Ct & Illinois St,41.8847302006,-87.6277335692,2,State St & Randolph St,,1572,0,State St & Randolph St,6/29/2013 18:33,6/29/2013 18:54,41.89102,-87.6173,51,McClurg Ct & Illinois St,9187,1267,Customer
361,,Michigan Ave & Lake St,41.89766,-87.62351,34,Michigan Ave & Pearson St,,1637,0,Michigan Ave & Pearson St,6/30/2013 12:59,6/30/2013 13:22,41.8860581151,-87.6242893413,43,Michigan Ave & Lake St,10459,1408,Customer
361,,Dearborn St & Adams St,41.8860581151,-87.6242893413,43,Michigan Ave & Lake St,,1363,0,Michigan Ave & Lake St,6/30/2013 14:59,6/30/2013 15:20,41.8793563587,-87.6297910363,20,Dearborn St & Adams St,11027,1245,Customer
361,,McClurg Ct & Illinois St,41.8793563587,-87.6297910363,20,Dearborn St & Adams St,,2328,6.0,Dearborn St & Adams St,6/30/2013 16:04,6/30/2013 17:07,41.89102,-87.6173,51,McClurg Ct & Illinois St,11326,3805,Customer
361,,Ashland Ave & Chicago Ave,41.89102,-87.6173,51,McClurg Ct & Illinois St,,4822,2.0,McClurg Ct & Illinois St,6/30/2013 17:22,6/30/2013 17:55,41.895966,-87.667747,247,Ashland Ave & Chicago Ave,11689,1956,Customer
361,,Michigan Ave & Oak St,41.895966,-87.667747,247,Ashland Ave & Chicago Ave,,5224,0,Ashland Ave & Chicago Ave,6/30/2013 17:58,6/30/2013 18:27,41.90096039,-87.62377664,42,Michigan Ave & Oak St,11853,1718,Customer
361,,Michigan Ave & Oak St,41.90096039,-87.62377664,42,Michigan Ave & Oak St,,0,38.0,Michigan Ave & Oak St,6/30/2013 18:37,6/30/2013 21:52,41.90096039,-87.62377664,42,Michigan Ave & Oak St,11961,11692,Customer
361,,Millennium Park,41.90096039,-87.62377664,42,Michigan Ave & Oak St,,4711,2.0,Michigan Ave & Oak St,7/1/2013 12:45,7/1/2013 13:18,41.8810317,-87.62408432,8,Millennium Park,13618,1994,Customer
361,,Millennium Park,41.8810317,-87.62408432,8,Millennium Park,,0,2.0,Millennium Park,7/1/2013 13:25,7/1/2013 14:14,41.8810317,-87.62408432,8,Millennium Park,13815,2919,Customer
361,,Ashland Ave & Chicago Ave,41.8810317,-87.62408432,8,Millennium Park,,4805,6.0,Millennium Park,7/1/2013 15:31,7/1/2013 16:36,41.895966,-87.667747,247,Ashland Ave & Chicago Ave,14741,3890,Customer
361,,McClurg Ct & Illinois St,41.895966,-87.667747,247,Ashland Ave & Chicago Ave,,4668,2.0,Ashland Ave & Chicago Ave,7/1/2013 16:59,7/1/2013 17:51,41.89102,-87.6173,51,McClurg Ct & Illinois St,15351,3101,Customer
361,,McClurg Ct & Illinois St,41.89102,-87.6173,51,McClurg Ct & Illinois St,,0,0,McClurg Ct & Illinois St,7/1/2013 18:19,7/1/2013 18:43,41.89102,-87.6173,51,McClurg Ct & Illinois St,15660,1444,Customer
361,,State St & Kinzie St,41.89102,-87.6173,51,McClurg Ct & Illinois St,,1201,0,McClurg Ct & Illinois St,7/1/2013 19:07,7/1/2013 19:21,41.88918,-87.6277,50,State St & Kinzie St,15812,855,Customer
361,,Michigan Ave & Pearson St,41.89102,-87.6173,51,McClurg Ct & Illinois St,,1368,0,McClurg Ct & Illinois St,7/2/2013 16:14,7/2/2013 16:34,41.89766,-87.62351,34,Michigan Ave & Pearson St,18505,1236,Customer
